Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos
landing,0,3.87,1.28,0,30,1.00,818,Noun
landing strip,1,4.72,0.84,0,29,1.00,0,Err:512
landlady,0,4.22,1.31,1,24,0.96,106,Noun
landless,0,2.28,1.33,0,29,1.00,0,Err:512
landline,0,4.5,1.06,1,25,0.96,10,Noun
landlocked,0,3.79,1.42,0,28,1.00,10,Verb
landlord,0,4.66,0.86,0,29,1.00,272,Noun
landmark,0,4.1,0.98,0,29,1.00,64,Noun
landmass,0,4.21,1.26,0,28,1.00,4,Noun
landmine,0,4.85,0.36,0,27,1.00,7,Noun
landowner,0,4.29,1.05,0,28,1.00,19,Noun
landownership,0,2.78,1.34,1,28,0.96,0,Err:512
landowning,0,2.64,1.36,3,25,0.88,0,Err:512
landscape,0,4.34,1.11,0,29,1.00,127,Noun
landscaper,0,3.92,1.29,0,26,1.00,19,Noun
landscaping,0,4.21,1.13,0,28,1.00,64,Noun
landscapist,0,3.59,1.28,2,29,0.93,0,Err:512
landside,0,4.43,1.1,1,29,0.97,0,Err:512
landslide,0,4.36,1.06,0,28,1.00,42,Noun
lane,0,4.66,0.72,0,29,1.00,1704,Noun
language,0,2.35,1.5,0,26,1.00,1790,Noun
languidly,0,2.31,1.23,3,29,0.90,1,Adverb
languidness,0,1.58,0.72,2,26,0.92,0,Err:512
languish,0,2.07,1,2,29,0.93,8,Verb
languishing,0,2.08,1.06,4,28,0.86,9,Verb
languishingly,0,1.85,0.92,2,28,0.93,0,Err:512
lankiness,0,3.12,1.53,2,28,0.93,0,Err:512
lanky,0,3.12,1.37,1,27,0.96,22,Adjective
lantern,0,5,0,0,27,1.00,103,Noun
lanyard,0,4.46,0.88,3,27,0.89,4,Noun
lap,0,4.11,1.31,0,27,1.00,687,Noun
lap dancing,1,4.04,1.19,0,27,1.00,0,Err:512
lapboard,0,4.42,1.18,3,27,0.89,0,Err:512
lapdog,0,4.31,0.88,2,28,0.93,21,Noun
lapel,0,4.56,1.09,0,27,1.00,25,Noun
lapelled,0,3.18,1.5,4,26,0.85,0,Err:512
lapful,0,3.09,1.47,4,27,0.85,0,Err:512
lapped,0,3.38,1.21,1,30,0.97,8,Verb
lapping,0,3.44,1.29,1,26,0.96,21,Verb
lapse,0,2.85,1.54,0,27,1.00,70,Noun
lapsed,0,2.07,1.31,1,30,0.97,22,Verb
lapsing,0,2.41,1.05,3,25,0.88,2,Verb
laptop,0,4.96,0.19,0,27,1.00,177,Noun
larcenist,0,2.88,1.48,4,28,0.86,1,Noun
larceny,0,2.6,1.47,3,28,0.89,113,Noun
lard,0,4.88,0.33,1,27,0.96,86,Noun
large,0,3.37,1.4,0,30,1.00,2114,Adjective
largely,0,2.32,1.39,0,28,1.00,84,Adverb
largemouth,0,4.04,1.11,3,26,0.88,3,Noun
largeness,0,2.89,1.4,1,28,0.96,2,Noun
lark,0,4.28,1.31,1,30,0.97,83,Noun
larkish,0,2.08,0.78,4,28,0.86,0,Err:512
larva,0,4.52,0.82,0,25,1.00,13,Noun
larvae,0,4.62,0.85,0,26,1.00,29,Noun
larval,0,3.27,1.28,3,29,0.90,7,Adjective
laryngitis,0,4.37,1.04,1,28,0.96,23,Noun
laryngologist,0,3.82,1.42,3,31,0.90,0,Err:512
laryngoscope,0,4.48,1.16,4,29,0.86,13,Noun
larynx,0,4.5,0.99,3,29,0.90,58,Noun
lasagna,0,4.89,0.42,0,27,1.00,183,Noun
lascivious,0,2.04,1.21,4,29,0.86,34,Adjective
lasciviously,0,2.15,1.06,2,29,0.93,5,Adverb
laser,0,4.5,0.84,0,28,1.00,433,Noun
laser beam,1,4.46,1.1,0,28,1.00,0,Err:512
laser pointer,1,4.64,0.68,0,28,1.00,0,Err:512
laser printer,1,4.86,0.52,0,29,1.00,0,Err:512
laserdisc,0,4.93,0.26,1,29,0.97,0,Err:512
laserjet,0,4.64,0.73,2,30,0.93,2,Err:512
lash,0,3.79,1.34,0,28,1.00,85,Verb
lash out,1,2.43,1.23,0,28,1.00,0,Err:512
lasso,0,4.74,0.81,0,27,1.00,45,Noun
last,0,3.04,1.35,0,28,1.00,36878,Number
last judgment,1,2.07,1.47,1,28,0.96,0,Err:512
last minute,1,2.48,1.21,0,29,1.00,0,Err:512
last name,1,3.56,1.5,2,27,0.93,0,Err:512
last out,1,2.81,1.5,2,28,0.93,0,Err:512
last resort,1,2.33,1.39,0,27,1.00,0,Err:512
last rites,1,2.87,1.46,3,26,0.88,0,Err:512
lasting,0,2.3,1.32,0,27,1.00,120,Adjective
lastingly,0,2.21,1.17,1,29,0.97,0,Err:512
lastingness,0,2,0.89,2,28,0.93,0,Err:512
lastly,0,2.33,1.24,0,30,1.00,31,Adverb
latch,0,4.79,0.79,0,28,1.00,98,Noun
latch on,1,3.52,1.31,0,27,1.00,0,Err:512
latching,0,3.37,1.28,2,29,0.93,5,Verb
latchkey,0,3.39,1.47,0,28,1.00,16,Noun
late,0,2.6,1.41,0,25,1.00,13756,Adjective
latecomer,0,3.04,1.57,4,28,0.86,1,Noun
lately,0,1.41,0.8,0,27,1.00,2459,Adverb
latency,0,2.04,1.19,4,27,0.85,2,Noun
lateness,0,2.11,1.09,1,28,0.96,12,Noun
latent,0,1.81,1,2,29,0.93,39,Adjective
latently,0,1.93,0.94,1,29,0.97,0,Err:512
later,0,1.8,1.16,0,30,1.00,14889,Adverb
lateral,0,3.5,1.3,1,27,0.96,78,Adjective
laterally,0,2.96,1.45,1,29,0.97,11,Adverb
latest,0,2.07,1.21,0,27,1.00,955,Adjective
latex,0,4.77,0.43,1,27,0.96,74,Noun
lather,0,3.77,1.39,1,27,0.96,28,Noun
latherer,0,3.8,1.32,4,29,0.86,0,Err:512
latitude,0,2.54,1.42,0,26,1.00,81,Noun
latitudinal,0,3.3,1.58,4,27,0.85,0,Err:512
latrine,0,4.62,0.75,2,28,0.93,149,Noun
latte,0,4.64,0.87,1,29,0.97,123,Noun
latter,0,2.17,1.26,0,29,1.00,64,Determiner
latticed,0,3.8,1.08,2,27,0.93,1,Adjective
latticework,0,4.63,0.88,1,28,0.96,0,Err:512
laud,0,1.88,1.33,4,28,0.86,6,Verb
laudability,0,2,1.06,4,28,0.86,0,Err:512
laugh,0,4.21,1.1,0,28,1.00,3206,Verb
laugh at,1,3.14,1.41,0,29,1.00,0,Err:512
laughable,0,2.07,1.41,0,27,1.00,26,Adjective
laughably,0,2.22,1.31,0,27,1.00,2,Adverb
laugher,0,4.13,1.14,4,27,0.85,4,Noun
laughing,0,3.96,1.43,0,25,1.00,2667,Verb
laughingly,0,2.55,1.38,0,29,1.00,6,Adverb
laughingstock,0,2.78,1.42,1,28,0.96,52,Noun
laughter,0,4.22,1.34,0,27,1.00,704,Noun
launch,0,3.7,1.3,0,27,1.00,1018,Verb
launcher,0,3.87,1.25,4,27,0.85,42,Noun
launder,0,3.18,1.16,1,29,0.97,34,Verb
launderer,0,3.08,1.29,2,27,0.93,3,Noun
laundering,0,2.82,1.25,0,28,1.00,70,Noun
laundry,0,4.93,0.26,0,29,1.00,972,Noun
laundry basket,1,5,0,0,27,1.00,0,Err:512
laundryman,0,4.67,0.55,1,28,0.96,4,Noun
laundrywoman,0,4.27,1.25,1,27,0.96,1,Noun
laurel,0,4.15,1.19,1,27,0.96,188,Name
lava,0,4.82,0.55,0,28,1.00,176,Noun
lavatory,0,4.81,0.69,0,26,1.00,49,Noun
lavender,0,4.52,0.78,0,29,1.00,104,Noun
lavish,0,2.31,1.2,0,29,1.00,39,Adjective
lavishing,0,1.56,0.82,1,26,0.96,2,Verb
lavishly,0,2.04,1,0,28,1.00,2,Adverb
lavishness,0,2.24,1.41,1,30,0.97,0,Err:512
law,0,2.57,1.6,0,28,1.00,5932,Noun
law abiding,1,2.37,1.54,0,30,1.00,0,Err:512
law court,1,4.25,1.04,1,29,0.97,0,Err:512
law enforcement,1,4,1.19,0,28,1.00,0,Err:512
lawbreaker,0,3.9,1.4,0,29,1.00,7,Noun
lawbreaking,0,2.42,1.1,1,27,0.96,1,Noun
lawful,0,2.46,1.29,0,28,1.00,111,Adjective
lawfully,0,2,1.3,0,27,1.00,55,Adverb
lawfulness,0,1.74,0.98,0,27,1.00,0,Err:512
lawgiving,0,1.96,1,2,30,0.93,0,Err:512
lawless,0,3.03,1.32,0,29,1.00,22,Adjective
lawlessly,0,1.77,0.99,1,32,0.97,0,Err:512
lawlessness,0,2.58,1.33,2,28,0.93,26,Noun
lawmaker,0,4.15,1.17,0,27,1.00,3,Noun
lawmaking,0,2.46,1.2,0,28,1.00,0,Err:512
lawman,0,4.44,0.87,1,26,0.96,58,Noun
lawn,0,4.93,0.26,0,28,1.00,630,Noun
lawn mower,1,4.93,0.38,0,28,1.00,0,Err:512
lawnmower,0,4.97,0.19,0,29,1.00,24,Noun
lawsuit,0,2.94,1.75,0,31,1.00,311,Noun
lawyer,0,4.7,0.87,0,27,1.00,4055,Noun
lawyerlike,0,2.32,1.16,1,29,0.97,1,Adjective
lawyerly,0,1.79,0.83,4,28,0.86,2,Adverb
lax,0,2.36,1.15,2,27,0.93,87,Adjective
laxative,0,4.07,1.27,0,28,1.00,43,Noun
laxness,0,2.22,1.31,3,26,0.88,0,Err:512
lay,0,3.86,1.43,0,28,1.00,2970,Verb
lay down,1,3.75,1.46,0,28,1.00,0,Err:512
lay off,1,2.53,1.22,0,30,1.00,0,Err:512
layaway,0,2.83,1.28,0,29,1.00,74,Noun
layback,0,2.92,1.53,4,29,0.86,1,Noun
layer,0,3.52,1.4,0,29,1.00,189,Noun
layered,0,3.1,1.45,0,29,1.00,11,Adjective
layering,0,3.43,1.25,0,30,1.00,7,Noun
laying,0,3.83,1.36,1,30,0.97,568,Verb
layman,0,2.96,1.4,1,29,0.97,48,Noun
layoff,0,2.83,1.31,0,29,1.00,11,Noun
layout,0,3.38,1.53,0,24,1.00,178,Noun
layover,0,2.93,1.24,1,28,0.96,25,Noun
laypeople,0,3.69,1.41,3,29,0.90,2,Verb
layperson,0,3.44,1.47,3,28,0.89,7,Noun
layup,0,3.83,1.59,2,25,0.92,8,Noun
laywoman,0,3.61,1.52,2,30,0.93,0,Err:512
lazily,0,2.19,1.06,0,26,1.00,0,Err:512
laziness,0,2.21,1.24,0,29,1.00,24,Noun
lazy,0,2.67,1.39,0,27,1.00,591,Adjective
lazybones,0,2.79,1.44,1,25,0.96,8,Verb
leach,0,4.15,1.16,3,29,0.90,38,Name
lead,0,4.1,1.23,0,29,1.00,4246,Verb
leaded,0,2.64,1.52,3,28,0.89,23,Adjective
leader,0,3.89,1.13,0,28,1.00,1589,Noun
leaderless,0,2.17,1.13,1,25,0.96,3,Adjective
leadership,0,2.43,1.26,0,28,1.00,249,Noun
leading,0,3.14,1.35,0,28,1.00,1064,Verb
leadless,0,2.36,1.32,3,28,0.89,0,Err:512
leadoff,0,2.77,1.56,1,27,0.96,5,Noun
leaf,0,5,0,0,30,1.00,265,Noun
leafed,0,3.58,1.17,4,30,0.87,4,Verb
leafless,0,4.04,1.25,1,27,0.96,0,Err:512
leaflet,0,4.31,1.11,0,29,1.00,2,Noun
leafy,0,3.89,1.28,1,28,0.96,24,Adjective
league,0,3.46,1.32,1,29,0.97,950,Noun
league table,1,4.64,0.64,3,28,0.89,0,Err:512
leak,0,4.28,1.14,0,25,1.00,517,Noun
leak out,1,3.64,1.25,1,29,0.97,0,Err:512
leakage,0,3.44,1.42,1,28,0.96,28,Noun
leaker,0,3.46,1.22,1,25,0.96,1,Noun
leakiness,0,2.9,1.14,0,29,1.00,0,Err:512
leaky,0,3.57,1.33,0,30,1.00,56,Adjective
lean,0,3,1.33,0,26,1.00,529,Verb
leaner,0,3.24,1.33,1,26,0.96,5,Adjective
leaning,0,3.59,1.45,0,27,1.00,217,Verb
leanness,0,2.97,1.52,1,30,0.97,0,Err:512
leap,0,3.86,1.24,0,28,1.00,340,Noun
leap out,1,3.52,1.7,1,28,0.96,0,Err:512
leap year,1,3.14,1.62,0,29,1.00,0,Err:512
leaper,0,3.37,1.36,3,30,0.90,4,Noun
leapfrog,0,4.11,1.05,0,27,1.00,18,Verb
leapfrogging,0,3.57,1.45,0,30,1.00,1,Verb
leaping,0,4.28,1.14,0,25,1.00,80,Verb
leapt,0,3.57,1.43,0,28,1.00,45,Verb
learn,0,2.2,1.19,0,25,1.00,6047,Verb
learnable,0,1.76,0.99,2,31,0.94,1,Adjective
learned,0,2.46,1.6,0,28,1.00,2964,Verb
learnedly,0,1.96,1.06,1,28,0.96,0,Err:512
learnedness,0,1.65,0.85,3,29,0.90,0,Err:512
learner,0,3.28,1.46,0,29,1.00,61,Noun
learning,0,3.14,1.62,0,29,1.00,1036,Verb
leary,0,2.54,1.3,1,27,0.96,91,Err:512
leasable,0,2,1.15,0,25,1.00,0,Err:512
lease,0,3.52,1.5,0,29,1.00,320,Noun
leaseholder,0,4.33,0.76,0,30,1.00,3,Noun
leaser,0,3.32,1.52,3,28,0.89,0,Err:512
leash,0,4.89,0.31,0,28,1.00,219,Noun
leasing,0,2.67,1.54,0,27,1.00,27,Verb
least,0,2.36,1.22,0,28,1.00,10596,Adverb
leastwise,0,1.75,1.19,3,27,0.89,8,Adverb
leather,0,4.82,0.61,0,28,1.00,693,Noun
leatherjacket,0,4.73,0.67,2,28,0.93,3,Noun
leatherneck,0,4.11,1.31,1,29,0.97,2,Verb
leatherwork,0,4.11,1.34,0,28,1.00,0,Err:512
leatherworker,0,4.35,0.75,0,26,1.00,0,Err:512
leatherworking,0,4.11,1.2,1,29,0.97,0,Err:512
leathery,0,3.4,1.48,0,30,1.00,9,Adjective
leave,0,2.53,1.33,0,30,1.00,28596,Verb
leave behind,1,3.15,1.41,0,27,1.00,0,Err:512
leavening,0,3.76,1.45,4,29,0.86,1,Verb
leaves,0,4.78,0.85,0,27,1.00,2316,Verb
leaving,0,3.25,1.24,0,28,1.00,7211,Verb
leavings,0,2.92,1.47,3,27,0.89,10,Noun
lecherously,0,2.04,0.98,3,28,0.89,0,Err:512
lectern,0,4.46,1.02,3,27,0.89,4,Noun
lecture,0,3.79,1.17,0,28,1.00,534,Noun
lecturer,0,4.34,1.1,0,32,1.00,41,Noun
led,0,2.62,1.57,0,29,1.00,1225,Verb
ledge,0,4.72,0.74,0,25,1.00,179,Noun
ledger,0,4.36,1.1,0,28,1.00,62,Noun
leech,0,4.33,1.04,1,28,0.96,89,Noun
leeches,0,4.64,0.87,0,28,1.00,67,Noun
leechlike,0,2.6,1.22,1,26,0.96,0,Err:512
leek,0,4.92,0.28,3,27,0.89,15,Noun
leer,0,3.75,0.99,1,25,0.96,26,Name
leeringly,0,1.74,0.9,0,27,1.00,0,Err:512
leery,0,2.03,1.18,1,30,0.97,162,Name
leeway,0,1.96,1.08,3,29,0.90,28,Noun
left,0,3.7,1.46,0,27,1.00,24707,Verb
left wing,1,2.38,1.53,1,25,0.96,0,Err:512
leftie,0,3.16,1.37,2,27,0.93,0,Err:512
leftist,0,2.15,1.17,1,28,0.96,9,Noun
leftmost,0,3.25,1.6,1,29,0.97,0,Err:512
leftover,0,4.15,1.06,0,27,1.00,61,Adjective
leftovers,0,4.48,0.89,1,28,0.96,127,Noun
leftward,0,2.73,1.39,3,25,0.88,0,Err:512
leftwards,0,2.96,1.46,4,29,0.86,0,Err:512
leftwing,0,2.54,1.35,3,31,0.90,0,Err:512
lefty,0,3.32,1.31,0,28,1.00,158,Noun
leg,0,4.83,0.59,0,30,1.00,2882,Noun
legacy,0,1.4,0.86,0,30,1.00,256,Noun
legal,0,1.79,1.1,0,28,1.00,1821,Adjective
legal age,1,3.76,1.3,0,29,1.00,0,Err:512
legalese,0,2.04,1.29,2,29,0.93,10,Noun
legalism,0,1.3,0.76,3,26,0.88,0,Err:512
legalist,0,2.83,1.5,0,23,1.00,1,Noun
legalistic,0,1.67,1.11,2,29,0.93,2,Adjective
legality,0,1.77,0.86,1,27,0.96,11,Noun
legalization,0,2,1.36,0,28,1.00,1,Noun
legalize,0,1.7,0.91,0,27,1.00,11,Verb
legally,0,2.23,1.14,1,27,0.96,388,Adverb
legend,0,2.96,1.6,0,28,1.00,875,Noun
legendary,0,2.04,1.26,0,28,1.00,205,Adjective
legendry,0,1.56,1.08,2,27,0.93,0,Err:512
legged,0,3.58,1.06,2,28,0.93,7,Adjective
legging,0,4.66,0.77,0,29,1.00,2,Verb
leggings,0,4.86,0.59,0,28,1.00,13,Noun
legibility,0,2.55,1.24,0,29,1.00,0,Err:512
legible,0,3.76,1.27,0,29,1.00,11,Adjective
legibleness,0,2.58,1.39,3,29,0.90,0,Err:512
legibly,0,2.68,1.28,0,28,1.00,1,Adverb
legion,0,2.69,1.52,0,26,1.00,126,Noun
legionnaire,0,4.36,1.11,4,29,0.86,4,Noun
legislate,0,2.33,1.27,0,27,1.00,16,Verb
legislation,0,3.14,1.38,0,29,1.00,52,Noun
legislative,0,2.14,1.35,0,28,1.00,14,Adjective
legislatively,0,2.15,1.26,0,26,1.00,0,Err:512
legislator,0,3.75,1.38,0,28,1.00,8,Noun
legislatorial,0,2.22,1.28,4,27,0.85,0,Err:512
legislature,0,2.54,1.43,0,28,1.00,40,Noun
legit,0,2.29,1.24,0,28,1.00,136,Noun
legitimacy,0,2.07,1.44,0,30,1.00,26,Noun
legitimate,0,1.63,0.84,0,27,1.00,384,Adjective
legitimately,0,1.96,1.29,0,27,1.00,21,Adverb
legitimateness,0,1.48,0.7,2,29,0.93,0,Err:512
legitimatize,0,1.59,1.05,1,28,0.96,0,Err:512
legitimism,0,1.76,0.83,4,29,0.86,0,Err:512
legitimization,0,1.36,0.83,1,29,0.97,0,Err:512
legitimize,0,1.81,0.9,1,27,0.96,5,Verb
legless,0,4.07,1.3,0,28,1.00,6,Adjective
lego,0,4.73,0.67,1,27,0.96,0,Err:512
legroom,0,3.26,1.02,2,29,0.93,5,Noun
legume,0,4.31,1.19,2,28,0.93,0,Err:512
legwarmer,0,4.46,1.14,1,25,0.96,1,Noun
legwork,0,3.19,1.49,0,27,1.00,34,Noun
lei,0,4.83,0.65,4,27,0.85,37,Unclassified
leisure,0,2.03,1.32,0,29,1.00,129,Noun
leisure time,1,2.37,1.33,0,30,1.00,0,Err:512
leisured,0,2,1.39,4,30,0.87,0,Err:512
leisurely,0,1.9,1.18,0,29,1.00,29,Adjective
leisurewear,0,4.33,1.09,0,30,1.00,1,Verb
lemon,0,5,0,0,29,1.00,613,Noun
lemon juice,1,4.89,0.42,0,28,1.00,0,Err:512
lemonade,0,4.83,0.76,0,29,1.00,281,Noun
lemongrass,0,4.76,0.44,0,25,1.00,2,Noun
lemony,0,2.93,1.54,1,28,0.96,6,Adjective
lend,0,3.07,1.56,0,29,1.00,595,Verb
lendable,0,1.83,0.96,2,26,0.92,0,Err:512
lender,0,3.07,1.44,0,29,1.00,8,Noun
length,0,4.07,1.17,0,27,1.00,358,Noun
lengthen,0,3.47,1.36,0,30,1.00,12,Verb
lengthener,0,2.96,1.45,0,27,1.00,0,Err:512
lengthiness,0,2.07,1.02,0,28,1.00,0,Err:512
lengthways,0,2.68,1.44,1,29,0.97,0,Err:512
lengthwise,0,3.07,1.49,0,28,1.00,15,Adverb
lengthy,0,3.24,1.43,1,30,0.97,37,Adjective
lenience,0,1.39,0.57,1,29,0.97,2,Noun
leniency,0,1.71,0.85,1,29,0.97,22,Noun
lenient,0,1.96,1.21,4,29,0.86,46,Adjective
leniently,0,1.73,0.72,2,28,0.93,1,Err:512
lens,0,4.64,0.68,0,28,1.00,238,Noun
lent,0,2.77,1.53,0,26,1.00,190,Verb
lentil,0,4.48,1.12,1,28,0.96,11,Noun
leopard,0,5,0,0,30,1.00,276,Noun
leotard,0,4.74,0.81,0,27,1.00,20,Noun
leper,0,3.74,1.36,3,26,0.88,63,Noun
leprechaun,0,3.97,1.57,0,29,1.00,79,Noun
leprosy,0,4.1,1.12,0,30,1.00,37,Noun
lesbian,0,4.21,1.29,0,29,1.00,485,Noun
lesbianism,0,2.48,1.45,0,29,1.00,9,Noun
lesion,0,4.38,1.01,0,29,1.00,30,Noun
less,0,2.77,1.56,0,31,1.00,5666,Adverb
lessen,0,2.23,1.17,0,30,1.00,30,Verb
lessening,0,2.2,0.87,0,25,1.00,4,Noun
lesser,0,2.29,1.33,1,29,0.97,137,Adjective
lesson,0,2.79,1.29,0,28,1.00,1644,Noun
let,0,2.26,1.2,0,27,1.00,123381,Verb
let down,1,2.39,1.23,0,28,1.00,0,Err:512
letdown,0,1.83,1.04,0,29,1.00,17,Noun
lethal,0,3.04,1.53,0,28,1.00,289,Adjective
lethality,0,2,1.17,2,25,0.92,3,Noun
lethally,0,2.64,1.28,0,28,1.00,3,Adverb
lethargic,0,2.61,1.17,1,29,0.97,16,Adjective
lethargically,0,2.23,1.18,1,27,0.96,0,Err:512
lethargy,0,2.52,1.28,0,27,1.00,6,Noun
letter,0,4.7,0.65,0,30,1.00,4213,Noun
letter opener,1,4.79,0.79,0,28,1.00,0,Err:512
letterbox,0,4.6,0.87,0,25,1.00,2,Noun
lettered,0,3.04,1.43,1,25,0.96,7,Verb
letterhead,0,4.31,1.26,1,30,0.97,21,Noun
lettering,0,4.41,0.93,0,27,1.00,23,Noun
letterpress,0,4.21,1.11,2,31,0.94,0,Err:512
lettuce,0,4.97,0.19,0,29,1.00,173,Noun
leukemia,0,3.57,1.45,0,28,1.00,97,Noun
level,0,2.86,1.43,0,28,1.00,2633,Noun
level off,1,2.89,1.34,1,29,0.97,0,Err:512
levelheaded,0,2.35,1.23,1,27,0.96,6,Adjective
levelheadedness,0,1.84,0.99,3,28,0.89,1,Noun
leveling,0,2.97,1.18,0,29,1.00,22,Verb
levelness,0,3.11,1.31,1,29,0.97,0,Err:512
lever,0,4.77,0.65,0,26,1.00,163,Noun
leverage,0,2.6,1.35,0,25,1.00,139,Noun
leveraged,0,2.34,1.2,0,29,1.00,12,Adjective
levers,0,4.85,0.36,0,27,1.00,19,Noun
leviathan,0,3.5,1.5,2,24,0.92,29,Noun
levitate,0,3.37,1.6,0,27,1.00,21,Verb
levitation,0,3.22,1.31,1,28,0.96,9,Noun
levitator,0,3.62,1.24,0,29,1.00,0,Err:512
levity,0,1.81,1.06,3,29,0.90,19,Noun
levy,0,3.54,1.4,1,29,0.97,99,Name
lewd,0,2.24,0.99,0,29,1.00,65,Adjective
lewdly,0,1.73,1.12,3,25,0.88,2,Adverb
lewdness,0,2.21,1.17,1,29,0.97,10,Noun
liability,0,1.96,1.06,0,27,1.00,158,Noun
liable,0,2.04,1.35,1,29,0.97,369,Adjective
liaison,0,2.89,1.45,3,30,0.90,139,Noun
liar,0,3.43,1.55,0,28,1.00,1792,Noun
libel,0,2.21,1.37,2,30,0.93,56,Noun
libelous,0,1.68,0.95,3,28,0.89,3,Adjective
liberal,0,1.67,1.03,0,30,1.00,203,Adjective
liberalism,0,1.72,1.14,2,27,0.93,5,Noun
liberalist,0,1.83,0.94,3,26,0.88,0,Err:512
liberalistic,0,1.81,0.92,2,29,0.93,0,Err:512
liberality,0,1.5,0.84,1,29,0.97,0,Err:512
liberalization,0,1.64,0.99,1,26,0.96,4,Noun
liberalize,0,1.93,1.11,0,27,1.00,0,Err:512
liberally,0,1.9,1.14,0,31,1.00,17,Adverb
liberalness,0,1.32,0.8,1,26,0.96,0,Err:512
liberate,0,2.29,1.33,1,25,0.96,59,Verb
liberating,0,1.81,0.85,0,26,1.00,49,Adjective
liberation,0,2.21,1.35,0,29,1.00,118,Noun
liberationist,0,3.07,1.49,2,30,0.93,0,Err:512
liberator,0,3.19,1.59,0,27,1.00,19,Noun
libertarian,0,2.34,1.29,0,29,1.00,4,Noun
libertarianism,0,1.75,1.21,1,29,0.97,1,Noun
libertinism,0,1.58,1.02,3,27,0.89,0,Err:512
liberty,0,1.85,1.03,0,27,1.00,849,Noun
libido,0,2.63,1.5,2,29,0.93,57,Noun
librarian,0,4.4,1.22,0,25,1.00,147,Noun
library,0,4.8,0.76,0,30,1.00,1170,Noun
library card,1,4.86,0.58,0,29,1.00,0,Err:512
lice,0,4.73,0.53,0,26,1.00,109,Noun
licence,0,4.57,0.69,2,30,0.93,251,Err:512
licensable,0,2.5,1.1,3,27,0.89,0,Err:512
license,0,4,1.22,0,28,1.00,1635,Noun
license fee,1,3.48,1.6,1,28,0.96,0,Err:512
license number,1,4.33,0.96,0,27,1.00,0,Err:512
license plate,1,4.89,0.31,0,28,1.00,0,Err:512
licensed,0,2.74,1.51,0,27,1.00,140,Adjective
licensee,0,3.9,1.24,1,31,0.97,1,Noun
licenser,0,3.39,1.34,1,29,0.97,0,Err:512
licensing,0,2.15,1.41,0,27,1.00,11,Noun
licensing fee,1,3.89,1.34,0,28,1.00,0,Err:512
licensure,0,2.78,1.41,3,26,0.88,1,Noun
lick,0,4.52,0.75,0,27,1.00,559,Verb
licker,0,3.33,1.2,4,28,0.86,5,Noun
licking,0,3.93,1.36,0,30,1.00,175,Verb
licorice,0,4.97,0.19,0,29,1.00,44,Noun
lid,0,4.96,0.19,0,27,1.00,251,Noun
lidless,0,3.81,1.24,2,29,0.93,2,Adjective
lie,0,3.11,1.42,0,27,1.00,6133,Verb
lie detector,1,4.6,0.81,0,30,1.00,0,Err:512
lie down,1,4.21,1.13,0,28,1.00,0,Err:512
lie in,1,3.31,1.49,2,31,0.94,0,Err:512
lied,0,2.57,1.35,0,28,1.00,2234,Verb
lieu,0,1.73,1,1,27,0.96,57,Preposition
lieutenancy,0,2.25,1.42,4,28,0.86,1,Noun
lieutenant,0,4.41,0.97,0,27,1.00,5306,Noun
life,0,2.69,1.44,0,29,1.00,40629,Noun
life assurance,1,1.57,1.03,3,24,0.88,0,Err:512
life expectancy,1,2.44,1.34,0,27,1.00,0,Err:512
life insurance,1,3.24,1.48,0,29,1.00,0,Err:512
life jacket,1,4.96,0.19,0,28,1.00,0,Err:512
life sentence,1,2.72,1.51,0,29,1.00,0,Err:512
life style,1,2.28,1.1,0,25,1.00,0,Err:512
life support,1,3.25,1.08,0,28,1.00,0,Err:512
life threatening,1,2.19,1.27,0,27,1.00,0,Err:512
life vest,1,4.79,0.77,0,29,1.00,0,Err:512
lifeblood,0,3,1.31,0,29,1.00,13,Noun
lifeboat,0,4.48,1.08,0,25,1.00,71,Noun
lifebuoy,0,4.65,0.8,3,29,0.90,3,Noun
lifeguard,0,4.47,0.9,0,30,1.00,85,Noun
lifeless,0,3.03,1.38,0,29,1.00,64,Adjective
lifelessly,0,2.36,1.37,1,29,0.97,2,Adverb
lifelessness,0,2.76,1.36,0,25,1.00,1,Noun
lifelike,0,2.74,1.32,0,27,1.00,31,Adjective
lifelikeness,0,1.77,1.07,2,28,0.93,0,Err:512
lifeline,0,3.28,1.49,0,29,1.00,44,Noun
lifelong,0,1.92,1.26,1,27,0.96,77,Adjective
lifer,0,3.28,1.37,3,28,0.89,29,Noun
lifesaver,0,4.28,1.07,0,29,1.00,62,Noun
lifesaving,0,2.21,1.29,0,29,1.00,19,Adjective
lifespan,0,2.55,1.53,0,29,1.00,18,Noun
lifestyle,0,2.14,1.24,0,28,1.00,252,Noun
lifetime,0,2.15,1.1,0,27,1.00,929,Noun
lifevest,0,4.54,1.1,1,29,0.97,0,Err:512
lift,0,3.89,1.4,0,28,1.00,1741,Verb
lifter,0,3.93,1.05,1,29,0.97,12,Noun
lifting,0,3.9,1.23,0,29,1.00,221,Verb
liftoff,0,3.7,1.29,0,30,1.00,33,Noun
ligament,0,4.33,1.14,0,27,1.00,25,Noun
ligature,0,3.81,1.36,3,29,0.90,37,Noun
light,0,4.21,1.15,0,29,1.00,8425,Noun
light beam,1,4.29,0.81,0,28,1.00,0,Err:512
light bulb,1,4.97,0.18,0,31,1.00,0,Err:512
